Name,Label,Contrast0,Dissimilarity0,Homogenity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Dissimilarity45,Homogenity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Dissimilarity90,Homogenity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Dissimilarity135,Homogenity135,Entropy135,ASM135,Energy135,Correlation135
early_blight (1).JPG,Potato___Early_blight,636.4460171568562,16.510477941175623,5527041.000000668,9.245905473864655,0.00018074384701800573,0.013444100825938703,0.8038211584472601,739.1649211841534,18.26683583237217,5527041.000001169,9.347165450592744,0.00014669021659520043,0.012111573663038194,0.7722377186915751,634.9413302575814,16.71892349096519,5527041.000001083,9.267187119089519,0.00016387072608782267,0.012801200181538552,0.8042359118256752,708.3915417147163,18.023960015378584,5527041.00000113,9.336999367894496,0.00014773781296373517,0.012154744463119543,0.7817204874098584
early_blight (10).JPG,Potato___Early_blight,591.0663909313716,15.558088235293125,5592321.000000478,8.987701546599041,0.0003557618642393855,0.01886165062340477,0.8806598192585706,792.1467128027599,18.334579008073938,5592321.00000105,9.1326399318251,0.0002636610501299203,0.016237642997982197,0.840451046458008,620.1373010380628,15.948050749711566,5592321.000000919,9.020440781728592,0.0003122566794393922,0.01767078604475172,0.8754736048307923,665.6018300653556,16.928981161092,5592321.000001003,9.085804478103666,0.00027573093541492685,0.016605147858869757,0.865937885254149
early_blight (100).JPG,Potato___Early_blight,661.0987285539175,16.36306678921422,5527041.000000472,9.17075561590229,0.00021610763062888106,0.014700599669023066,0.8715633802533695,727.3197385620833,17.84104575163408,5527041.000001,9.265893160777553,0.00017812579404514065,0.013346377562662487,0.8590577133770371,706.8428143021818,17.152602845059658,5527041.000000952,9.219747094566232,0.00020519100615044747,0.014324489734383123,0.8628287097722934,846.6749711649318,18.902575932333686,5527041.000001079,9.29160001095962,0.00018000718677833362,0.013416675697740242,0.8359298862486527
early_blight (11).JPG,Potato___Early_blight,936.5824448529143,20.39549632352876,5527041.000000587,9.509574986389463,0.00016190109047604253,0.012724035935034234,0.8504646902455395,1191.9335793925418,23.22975778546728,5527041.000001273,9.627899419278913,0.00012824641869474133,0.011324593533312414,0.8100561726940534,1015.1667512495161,21.37356401384074,5527041.000001163,9.561348371374145,0.00014622974247180469,0.012092549047732024,0.8381411395387052,1055.0860438292889,22.03472510572855,5527041.00000121,9.593092330143117,0.0001307551394260237,0.011434821355229986,0.8318633659672227
early_blight (12).JPG,Potato___Early_blight,454.06973039215745,13.28655024509685,5527041.0000004945,8.83298385250077,0.0002948388756352421,0.01717087288507029,0.8148865761573371,662.6725259515529,16.892687427912364,5527041.000001137,9.043365210186618,0.0002190086591662291,0.014798941150171153,0.7305213443879981,615.1953402537499,15.795140330641987,5527041.0000011595,8.975209398476206,0.0002453896639582523,0.015664918255715615,0.7498076718368453,682.6392003075647,16.894240676662825,5527041.000001193,9.038027497928203,0.00022255622560217228,0.014918318457593413,0.7224021836297977
early_blight (13).JPG,Potato___Early_blight,582.6001225490162,15.532965686273426,5527041.000000562,9.040168038863658,0.00021768818539596944,0.014754259906751319,0.8226808024781341,709.9566013071884,17.85562475970798,5527041.0000010645,9.17583030221744,0.0001759050174562557,0.013262918889002363,0.7837935303930558,656.4516262975795,16.77457900807385,5527041.000001004,9.110138790519642,0.0001975337022506909,0.01405466834367467,0.7998728170860255,701.7855286428304,17.6547789311804,5527041.000001042,9.158823724462186,0.00017933137537230295,0.013391466513130777,0.7862806802551924
early_blight (14).JPG,Potato___Early_blight,715.1631127450942,17.673406862744677,5527041.000000684,9.359010070279373,0.00020114005505697085,0.014182385379652144,0.8773798331054946,834.60364475202,19.35384851979992,5527041.000001131,9.47187387758613,0.00015528880812263707,0.012461493013384756,0.857034788174022,707.6993925413306,17.486089965397884,5527041.000001085,9.369447883641994,0.00019181857272239301,0.013849858220299334,0.8789292492064164,769.2024605920768,18.655840061514898,5527041.000001106,9.43950834172055,0.0001605700702758291,0.012671624610752526,0.8682383447067366
early_blight (15).JPG,Potato___Early_blight,724.5062193627336,18.38030024509756,5527041.000000584,9.239356964454284,0.0001755528081522357,0.013249634264848056,0.7962047430043073,886.2945790080743,20.804475201845307,5527041.000001249,9.332792083517015,0.00015198294921319193,0.01232813648582753,0.7512263888557812,781.1021453287185,19.35312572087662,5527041.0000011595,9.277398318564481,0.00016479108307351618,0.012837097922564749,0.7802730262595301,913.6450903498591,21.046858900422734,5527041.000001255,9.336861321023022,0.00015281520829906416,0.01236184485823472,0.7435486897369821
early_blight (16).JPG,Potato___Early_blight,742.566253063712,18.201914828430663,5592321.0000006175,9.399711173442578,0.00013053275126305092,0.011425093052708626,0.8090282193825221,891.6314801999267,20.390849673202695,5592321.000001146,9.488766157654183,0.00011530915341613513,0.01073820997262277,0.7702987271327753,780.7418685120929,18.633233371780157,5592321.000001051,9.409160187983751,0.00013016707116315798,0.011409078453720878,0.799090979895132,828.9906958861857,19.817547097270484,5592321.000001097,9.471453630726167,0.0001163936444756026,0.010788588622966519,0.7864376770141458
early_blight (17).JPG,Potato___Early_blight,562.7096047794097,14.787699142155395,5527041.000000359,9.11086806991792,0.00024064700175416658,0.015512801222028425,0.8970860320662303,769.7484813533127,17.663437139561715,5527041.000001047,9.270050550006149,0.0001842391970319865,0.01357347402222388,0.8594903541418119,586.700822760477,15.209550173010362,5527041.000000948,9.14078489172858,0.00022201971530484666,0.014900326013374562,0.8926503871777178,624.4009996155273,16.10692810457518,5527041.0000009695,9.210592145585114,0.00019291429774222395,0.013889359155203092,0.8860213942517875
