Name,Label,Contrast0,Dissimilarity0,Homogenity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Dissimilarity45,Homogenity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Dissimilarity90,Homogenity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Dissimilarity135,Homogenity135,Entropy135,ASM135,Energy135,Correlation135
early_blight (1).JPG,Potato___Early_blight,286.18537903350733,9.145422263393531,4437273.000000669,7.185454870117632,0.044259343324528674,0.2103790467811105,0.9267073986569629,499.29636059271263,12.812201624403254,4437272.999999469,7.470450761537566,0.03271089461919474,0.18086153438250693,0.8723942508662488,314.4090923181801,9.621969743939443,4437272.999999533,7.232278177149318,0.043173782527580244,0.20778301789987613,0.9199214644001313,385.52918655837067,11.166299832599604,4437272.999999501,7.3744996778065435,0.037492805300568637,0.19363058978521094,0.9014688197909498
early_blight (10).JPG,Potato___Early_blight,289.66506098502464,9.128022232515084,5022993.000000699,7.487287522460292,0.03386248925515713,0.184017633000637,0.9222746547633761,413.5333405666736,11.36209622419229,5022992.999999716,7.686560767993194,0.02856857620218952,0.16902241331311513,0.8893053116301809,340.05452910904796,9.87897575795144,5022992.999999719,7.548285342439453,0.03289215616111514,0.18136194794144428,0.9087713541311826,519.5185225370392,12.786301072602017,5022992.99999971,7.766107232863766,0.025118556425498834,0.1584883479171224,0.8609365357385271
early_blight (100).JPG,Potato___Early_blight,507.22442488806996,12.157511193453955,5146001.000000812,7.547957584259729,0.04356830712892227,0.2087302257195212,0.8803626819220285,838.5357120714162,16.66842333684653,5146000.999999453,7.8095562392991615,0.033914203449799965,0.1841580936309886,0.8025200527462933,556.772537045065,12.932311364622722,5146000.999999544,7.59657663542102,0.04370437449257027,0.2090559123597567,0.8688046746789108,666.3452631905146,14.824710149420236,5146000.9999994505,7.732803940151799,0.03769642255478637,0.1941556657808017,0.8430713672622929
early_blight (11).JPG,Potato___Early_blight,223.3206422726588,8.088374247336771,4270891.000000581,7.089545674226902,0.046728370734709854,0.21616745993490755,0.8528836919543407,391.5783836567605,11.571501643003248,4270890.999999555,7.390772312304741,0.03646946522146286,0.1909698018574216,0.7424841941504653,315.6362917725781,9.925429350858685,4270890.9999995995,7.23872837421529,0.04283679800076871,0.20697052447333825,0.7924099611633354,422.74865149729555,11.826399652799159,4270890.999999564,7.400940352496884,0.03574960318901776,0.18907565467034024,0.7219861919324518
early_blight (12).JPG,Potato___Early_blight,243.39614018835968,8.79484329164731,5084249.00000054,7.622612697266695,0.023502950988986013,0.15330672193020767,0.902278744042174,366.2543400086754,11.542919585839096,5084248.99999962,7.868902693407319,0.018924147759014458,0.13756506736455465,0.852670601621538,252.96366792733713,9.202864405728757,5084248.999999689,7.663054872024099,0.023334882357810338,0.15275759345384549,0.8981125799701284,362.6458087916112,11.34241118482237,5084248.999999652,7.853839689482257,0.01862362035453124,0.1364683859160474,0.8541210815129717
early_blight (13).JPG,Potato___Early_blight,457.1997684113017,11.730384437239595,4607921.000000654,7.947817685756177,0.023486442651471123,0.15325287159290402,0.8970090266434187,672.977602455189,15.057675615351142,4607920.999999489,8.187877469375453,0.01806857396497252,0.1344193957915766,0.848511182756146,424.322385144761,11.27842705685405,4607920.999999611,7.937249343460921,0.02445491852357525,0.1563806846243335,0.9046049984491714,574.3158751317387,13.937271374542691,4607920.999999507,8.123289331415455,0.020563512684467426,0.1433998350224554,0.8707208703586458
early_blight (14).JPG,Potato___Early_blight,384.1486181874369,11.51261386444348,5462271.000000856,7.39468624443639,0.04526655822246435,0.2127593904448505,0.8276412800666176,579.4296918593758,15.04318308636616,5462270.999999733,7.617844989712685,0.036687463778080624,0.19153971853921217,0.740313529367316,395.5847851695628,12.070680141360286,5462270.999999763,7.435618487909907,0.04548958280289649,0.2132828703925763,0.8222177367586136,603.2609740219383,15.370652241304379,5462270.999999734,7.633800493164577,0.03588109662423981,0.18942306254582572,0.7296311171687978
early_blight (15).JPG,Potato___Early_blight,326.9903967886376,10.962482630847695,5022993.000000725,8.068930713594717,0.017390283319590992,0.13187222345737176,0.8827270467177804,507.91375782750566,14.198710397420772,5022992.999999531,8.276990949763723,0.013745830319640535,0.11724261307067722,0.8171503983247176,310.1014632029192,10.793973587947129,5022992.9999996945,8.050937267202903,0.01778623115572763,0.13336502973316366,0.8885388577149104,443.8390011779962,13.396847293694393,5022992.999999595,8.23977230825201,0.01465019199645864,0.12103797749656361,0.840218954220395
early_blight (16).JPG,Potato___Early_blight,334.72149143121965,9.35598270804384,5022993.000000675,7.24486402534631,0.0468608251441776,0.21647361304366314,0.9143270002590363,587.0640306280541,13.341574183148321,5022992.999999622,7.530936596132719,0.03679418205370288,0.19181809626232577,0.8499390681154689,358.28837807674876,9.639639779279474,5022992.9999996675,7.259673122658524,0.04861172981072221,0.22048067899641957,0.9081048511244947,430.00695951391185,11.256014012027942,5022992.999999626,7.425027058114096,0.04112167221714653,0.20278479286461923,0.8900839525765518
early_blight (17).JPG,Potato___Early_blight,350.6471823375046,10.546703720858403,4665761.000000706,7.593795293586714,0.0345371962485539,0.18584185817127932,0.8982898092435977,494.28039556078573,13.1900303800607,4665760.999999506,7.80172912804052,0.028244031269511086,0.16805960629940522,0.8564698428310392,370.16905883811086,10.95212040424078,4665760.999999528,7.63009247927102,0.03419964717819979,0.18493146616571174,0.892456856418394,590.5187395374722,14.454476408952669,4665760.999999461,7.856976041658607,0.027040232326945024,0.1644391447525346,0.8285233149904703
early_blight (18).JPG,Potato___Early_blight,404.3420101899034,10.339910452370027,5022993.000000688,7.650567657732333,0.028766836841632965,0.16960789144857902,0.9296761399608862,509.59778969556834,12.197640895281767,5022992.999999477,7.806015096820954,0.02506318482551309,0.15831356488157636,0.9114781640048396,438.5706956413807,10.843279186558298,5022992.999999521,7.677352446338936,0.02740583026271062,0.16554706358830598,0.9238825195318031,730.6351757703429,15.02807055614101,5022992.999999429,7.949335512480534,0.020922694958569996,0.14464679380674153,0.8730829388563378
early_blight (19).JPG,Potato___Early_blight,291.8890844526801,9.649930523390356,4962231.000000695,7.557275194173684,0.03245916650618146,0.18016427644286606,0.8909662815184702,335.4411308822566,11.10236220472435,4962230.999999622,7.700204100007471,0.028562212314608915,0.16900358669155194,0.8744845163794511,290.1188852377641,9.753177506354891,4962230.999999652,7.559748022766117,0.032062051491575705,0.17905879339361053,0.8915468046791712,512.0356190712304,13.316913633827221,4962230.999999601,7.817400689496525,0.024334844096402873,0.1559962951367848,0.8084049329856399
early_blight (2).JPG,Potato___Early_blight,346.5916473676118,9.677242550563681,5271001.000000719,7.358630326148236,0.038119853629171176,0.19524306294762736,0.9066091789648885,539.7620590241115,13.135857771715463,5271000.999999567,7.6192167670081785,0.031073142618570332,0.17627575731952005,0.8549365895974474,394.6344627689213,10.717542935085822,5271000.999999609,7.432983463538946,0.03936723957442358,0.1984117929318305,0.8938074250237449,528.6777853555632,12.80417260834521,5271000.999999563,7.594579861852434,0.03155233421183312,0.17762976724590143,0.8579145404265909
early_blight (20).JPG,Potato___Early_blight,466.7415933302501,12.006963100200785,4665761.000000636,7.548241705995048,0.04206069163772118,0.2050870342993949,0.8846791946614767,688.5025575051095,15.315286130572202,4665760.999999426,7.750869263659054,0.034771072316648326,0.186470030612558,0.8302301347164103,514.2139469278826,12.706444912889793,4665760.999999495,7.577311418205217,0.04232873232625826,0.20573947682994204,0.8733337973683574,686.0270785541454,15.204832909665777,4665760.999999401,7.740482054621771,0.03643113990766202,0.1908694315694947,0.8308401717786823
early_blight (21).JPG,Potato___Early_blight,274.6189902732763,8.298039215686355,4550561.000000611,7.383489780986017,0.035991338122620696,0.18971383218579688,0.9118403043283851,458.8263531526975,11.616048732097424,4550560.999999511,7.675192932727852,0.028070445745794544,0.16754237000172387,0.8527763309273673,291.4886229772409,8.642693285386576,4550560.999999638,7.4261531570691615,0.03605864112341818,0.18989112965965046,0.9064008710874355,392.5345650691181,10.663804327608618,4550560.999999561,7.619860705239497,0.029556450674683495,0.17191989609897831,0.874046623919639
early_blight (22).JPG,Potato___Early_blight,301.52993669908744,9.718017600740877,4216369.000000464,7.508634098570813,0.03149048214666825,0.17745557795309858,0.869680035336488,438.05152210303925,12.552111104222156,4216368.999999664,7.731377995965512,0.02702701912471764,0.1643989632714198,0.8107231126454101,351.42823485646744,10.757269514538887,4216368.99999969,7.588585160454707,0.0321988560346688,0.17944039688617722,0.8488472840766056,497.5149265298458,13.354966209932332,4216368.999999663,7.780219385569049,0.025466505645794956,0.1595822848745905,0.7850367999384363
early_blight (23).JPG,Potato___Early_blight,258.9303072410097,8.131604137718153,5271001.000000658,7.126756125881542,0.04215699074996542,0.20532167627887082,0.8843493384446341,478.17094984189214,12.144196788393607,5271000.999999635,7.464738806132359,0.03130235080452587,0.17692470377119718,0.7868596791287815,313.05407960815313,9.337079174158312,5271000.999999648,7.240844730711013,0.0411571339797441,0.20287221095986532,0.8606337227756844,360.731244962483,10.465047430094858,5271000.999999635,7.357869687360241,0.03577418770948072,0.1891406558873071,0.8392063606917705
early_blight (24).JPG,Potato___Early_blight,212.4965879265108,8.040821367917319,5208251.00000061,7.229147018391419,0.04104793832424827,0.20260290798566608,0.8957668025568296,352.78414656828505,11.024707049414127,5208250.999999676,7.498420499650335,0.03226566610303337,0.17962646270255775,0.8264681186063763,234.87257424514866,8.76447702895405,5208250.999999716,7.297902996994261,0.03979136408579503,0.19947772829515337,0.884266920446498,324.0542966085879,10.68229586459171,5208250.99999969,7.482895495649062,0.03287643233634549,0.18131859346560542,0.8405978688252537
